riskFrequency,pvalueDescription,pvalueMantissa,pvalueExponent,multiSnpHaplotype,snpInteraction,snpType,standardError,range,description,orPerCopyNum,betaNum,betaUnit,betaDirection,loci,lastMappingDate,lastUpdateDate,pvalue,associationId,haplotypeSnpCount,description,strongestRiskAlleles,authorReportedGenes,riskAlleleName,riskFrequency,genomeWide,limitedList
NR,(subset analysis),9,-10,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs2666218-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'ASAP2', 'entrezGeneIds': [{'entrezGeneId': '8853'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000151693'}]}]}",2024-02-17T06:37:27.000+0000,2024-02-17T06:37:27.000+0000,9e-10,24297611,,Single variant,"[{'riskAlleleName': 'rs2666218-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'ASAP2', 'entrezGeneIds': [{'entrezGeneId': '8853'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000151693'}]}]",rs2666218-?,NR,False,False
NR,(subset analysis),3,-18,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs13407913-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'ADCY3', 'entrezGeneIds': [{'entrezGeneId': '109'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000138031'}]}]}",2024-02-17T06:37:29.000+0000,2024-02-17T06:37:29.000+0000,3.0000000000000002e-18,24297615,,Single variant,"[{'riskAlleleName': 'rs13407913-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'ADCY3', 'entrezGeneIds': [{'entrezGeneId': '109'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000138031'}]}]",rs13407913-?,NR,False,False
NR,(subset analysis),2,-7,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs201014116-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'DNMT3A', 'entrezGeneIds': [{'entrezGeneId': '1788'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000119772'}]}]}",2024-02-17T06:37:30.000+0000,2024-02-17T06:37:30.000+0000,2e-07,24297619,,Single variant,"[{'riskAlleleName': 'rs201014116-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'DNMT3A', 'entrezGeneIds': [{'entrezGeneId': '1788'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000119772'}]}]",rs201014116-?,NR,False,False
NR,(subset analysis),2,-23,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs1260326-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'GCKR', 'entrezGeneIds': [{'entrezGeneId': '2646'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000084734'}]}]}",2024-03-07T18:58:41.000+0000,2024-03-07T18:58:41.000+0000,2e-23,24297623,,Single variant,"[{'riskAlleleName': 'rs1260326-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'GCKR', 'entrezGeneIds': [{'entrezGeneId': '2646'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000084734'}]}]",rs1260326-?,NR,False,False
NR,(subset analysis),8,-18,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs925255-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'FOSL2', 'entrezGeneIds': [{'entrezGeneId': '2355'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000075426'}]}]}",2024-02-17T06:37:35.000+0000,2024-02-17T06:37:35.000+0000,8e-18,24297627,,Single variant,"[{'riskAlleleName': 'rs925255-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'FOSL2', 'entrezGeneIds': [{'entrezGeneId': '2355'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000075426'}]}]",rs925255-?,NR,False,False
NR,(subset analysis),2,-16,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs77981966-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'THADA', 'entrezGeneIds': [{'entrezGeneId': '63892'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000115970'}]}]}",2024-02-17T06:37:38.000+0000,2024-02-17T06:37:38.000+0000,2e-16,24297631,,Single variant,"[{'riskAlleleName': 'rs77981966-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'THADA', 'entrezGeneIds': [{'entrezGeneId': '63892'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000115970'}]}]",rs77981966-?,NR,False,False
NR,(subset analysis),2,-32,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs7608910-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'PUS10', 'entrezGeneIds': [{'entrezGeneId': '150962'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000162927'}]}]}",2024-02-17T06:37:41.000+0000,2024-02-17T06:37:41.000+0000,2e-32,24297635,,Single variant,"[{'riskAlleleName': 'rs7608910-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'PUS10', 'entrezGeneIds': [{'entrezGeneId': '150962'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000162927'}]}]",rs7608910-?,NR,False,False
NR,(subset analysis),3,-13,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs34920465-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T06:37:07.000+0000,2024-02-17T06:37:07.000+0000,3.0000000000000003e-13,24297512,,Single variant,"[{'riskAlleleName': 'rs34920465-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs34920465-?,NR,False,False
NR,(subset analysis),1,-6,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs11221322-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'ETS1', 'entrezGeneIds': [{'entrezGeneId': '2113'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000134954'}]}]}",2024-02-17T07:38:42.000+0000,2024-02-17T07:38:43.000+0000,1e-06,24298167,,Single variant,"[{'riskAlleleName': 'rs11221322-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'ETS1', 'entrezGeneIds': [{'entrezGeneId': '2113'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000134954'}]}]",rs11221322-?,NR,False,False
NR,(subset analysis),3,-17,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs1860545-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'TNFRSF1A', 'entrezGeneIds': [{'entrezGeneId': '7132'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000067182'}]}]}",2024-02-17T07:38:46.000+0000,2024-02-17T07:38:46.000+0000,3e-17,24298171,,Single variant,"[{'riskAlleleName': 'rs1860545-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'TNFRSF1A', 'entrezGeneIds': [{'entrezGeneId': '7132'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000067182'}]}]",rs1860545-?,NR,False,False
NR,(subset analysis),3,-14,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs11616188-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'LTBR', 'entrezGeneIds': [{'entrezGeneId': '4055'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000111321'}]}]}",2024-02-17T07:38:48.000+0000,2024-02-17T07:38:48.000+0000,3e-14,24298175,,Single variant,"[{'riskAlleleName': 'rs11616188-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'LTBR', 'entrezGeneIds': [{'entrezGeneId': '4055'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000111321'}]}]",rs11616188-?,NR,False,False
NR,(subset analysis),4,-17,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs7313895-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'LRRK2', 'entrezGeneIds': [{'entrezGeneId': '120892'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000188906'}]}]}",2024-02-17T07:38:50.000+0000,2024-02-17T07:38:50.000+0000,4e-17,24298179,,Single variant,"[{'riskAlleleName': 'rs7313895-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'LRRK2', 'entrezGeneIds': [{'entrezGeneId': '120892'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000188906'}]}]",rs7313895-?,NR,False,False
NR,(subset analysis),6,-9,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs11168249-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'HDAC7', 'entrezGeneIds': [{'entrezGeneId': '51564'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000061273'}]}]}",2024-02-17T07:38:52.000+0000,2024-02-17T07:38:53.000+0000,6.000000000000001e-09,24298183,,Single variant,"[{'riskAlleleName': 'rs11168249-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'HDAC7', 'entrezGeneIds': [{'entrezGeneId': '51564'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000061273'}]}]",rs11168249-?,NR,False,False
NR,(subset analysis),2,-34,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs11614178-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'IFNG-AS1', 'entrezGeneIds': [{'entrezGeneId': '100885789'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000255733'}]}]}",2024-02-17T07:38:55.000+0000,2024-02-17T07:38:55.000+0000,2e-34,24298187,,Single variant,"[{'riskAlleleName': 'rs11614178-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'IFNG-AS1', 'entrezGeneIds': [{'entrezGeneId': '100885789'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000255733'}]}]",rs11614178-?,NR,False,False
NR,(subset analysis),2,-8,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs12369214-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'RIC8B', 'entrezGeneIds': [{'entrezGeneId': '55188'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000111785'}]}]}",2024-02-17T07:38:57.000+0000,2024-02-17T07:38:57.000+0000,2e-08,24298191,,Single variant,"[{'riskAlleleName': 'rs12369214-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'RIC8B', 'entrezGeneIds': [{'entrezGeneId': '55188'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000111785'}]}]",rs12369214-?,NR,False,False
NR,(subset analysis),4,-10,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs3184504-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'SH2B3', 'entrezGeneIds': [{'entrezGeneId': '10019'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000111252'}]}]}",2024-05-23T13:19:21.000+0000,2024-05-23T13:19:21.000+0000,4e-10,24298195,,Single variant,"[{'riskAlleleName': 'rs3184504-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'SH2B3', 'entrezGeneIds': [{'entrezGeneId': '10019'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000111252'}]}]",rs3184504-?,NR,False,False
NR,(subset analysis),2,-13,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs17085007-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T07:39:01.000+0000,2024-02-17T07:39:01.000+0000,2e-13,24298199,,Single variant,"[{'riskAlleleName': 'rs17085007-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs17085007-?,NR,False,False
NR,(subset analysis),7,-11,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs941823-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T07:39:04.000+0000,2024-02-17T07:39:04.000+0000,6.999999999999999e-11,24298203,,Single variant,"[{'riskAlleleName': 'rs941823-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs941823-?,NR,False,False
NR,(subset analysis),1,-22,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs6561151-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'LINC00284', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T07:39:07.000+0000,2024-02-17T07:39:07.000+0000,1e-22,24298207,,Single variant,"[{'riskAlleleName': 'rs6561151-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'LINC00284', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs6561151-?,NR,False,False
NR,(subset analysis),1,-7,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs2026029-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'FNDC3A', 'entrezGeneIds': [{'entrezGeneId': '22862'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000102531'}]}]}",2024-02-17T07:39:09.000+0000,2024-02-17T07:39:09.000+0000,1e-07,24298211,,Single variant,"[{'riskAlleleName': 'rs2026029-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'FNDC3A', 'entrezGeneIds': [{'entrezGeneId': '22862'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000102531'}]}]",rs2026029-?,NR,False,False
NR,(subset analysis),9,-10,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs9554587-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'UBAC2', 'entrezGeneIds': [{'entrezGeneId': '337867'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000134882'}]}]}",2024-02-17T07:39:11.000+0000,2024-02-17T07:39:11.000+0000,9e-10,24298215,,Single variant,"[{'riskAlleleName': 'rs9554587-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'UBAC2', 'entrezGeneIds': [{'entrezGeneId': '337867'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000134882'}]}]",rs9554587-?,NR,False,False
NR,(subset analysis),3,-10,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs2145623-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'NFKBIA', 'entrezGeneIds': [{'entrezGeneId': '4792'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000100906'}]}]}",2024-02-17T07:39:15.000+0000,2024-02-17T07:39:15.000+0000,3e-10,24298219,,Single variant,"[{'riskAlleleName': 'rs2145623-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'NFKBIA', 'entrezGeneIds': [{'entrezGeneId': '4792'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000100906'}]}]",rs2145623-?,NR,False,False
NR,(subset analysis),7,-10,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs8006884-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'PPP2R3C', 'entrezGeneIds': [{'entrezGeneId': '55012'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000092020'}]}]}",2024-02-17T07:39:17.000+0000,2024-02-17T07:39:17.000+0000,7.000000000000001e-10,24298223,,Single variant,"[{'riskAlleleName': 'rs8006884-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'PPP2R3C', 'entrezGeneIds': [{'entrezGeneId': '55012'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000092020'}]}]",rs8006884-?,NR,False,False
NR,(subset analysis),3,-11,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs6556411-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'AC008697.1', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T07:37:31.000+0000,2024-02-17T07:37:31.000+0000,3e-11,24297870,,Single variant,"[{'riskAlleleName': 'rs6556411-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'AC008697.1', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs6556411-?,NR,False,False
NR,(subset analysis),1,-8,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs72812861-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'CPEB4', 'entrezGeneIds': [{'entrezGeneId': '80315'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000113742'}]}]}",2024-02-17T07:37:33.000+0000,2024-02-17T07:37:33.000+0000,1e-08,24297875,,Single variant,"[{'riskAlleleName': 'rs72812861-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'CPEB4', 'entrezGeneIds': [{'entrezGeneId': '80315'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000113742'}]}]",rs72812861-?,NR,False,False
NR,(subset analysis),9,-25,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs4921482-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'IL12B', 'entrezGeneIds': [{'entrezGeneId': '3593'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000113302'}]}]}",2024-02-17T07:37:29.000+0000,2024-02-17T07:37:29.000+0000,9e-25,24297866,,Single variant,"[{'riskAlleleName': 'rs4921482-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'IL12B', 'entrezGeneIds': [{'entrezGeneId': '3593'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000113302'}]}]",rs4921482-?,NR,False,False
NR,(subset analysis),1,-11,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs1267499-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]}",2024-02-17T07:37:36.000+0000,2024-02-17T07:37:36.000+0000,1e-11,24297879,,Single variant,"[{'riskAlleleName': 'rs1267499-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'intergenic', 'entrezGeneIds': [], 'ensemblGeneIds': []}]",rs1267499-?,NR,False,False
NR,(subset analysis),1,-17,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs2328530-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'CDKAL1', 'entrezGeneIds': [{'entrezGeneId': '54901'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000145996'}]}]}",2024-02-17T07:37:38.000+0000,2024-02-17T07:37:38.000+0000,1e-17,24297883,,Single variant,"[{'riskAlleleName': 'rs2328530-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'CDKAL1', 'entrezGeneIds': [{'entrezGeneId': '54901'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000145996'}]}]",rs2328530-?,NR,False,False
NR,(subset analysis),5,-9,False,False,known,,,,,,,,"{'haplotypeSnpCount': None, 'description': 'Single variant', 'strongestRiskAlleles': [{'riskAlleleName': 'rs714830-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}], 'authorReportedGenes': [{'geneName': 'CDKAL1', 'entrezGeneIds': [{'entrezGeneId': '54901'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000145996'}]}]}",2024-02-17T07:37:40.000+0000,2024-02-17T07:37:40.000+0000,5e-09,24297887,,Single variant,"[{'riskAlleleName': 'rs714830-?', 'riskFrequency': 'NR', 'genomeWide': False, 'limitedList': False}]","[{'geneName': 'CDKAL1', 'entrezGeneIds': [{'entrezGeneId': '54901'}], 'ensemblGeneIds': [{'ensemblGeneId': 'ENSG00000145996'}]}]",rs714830-?,NR,False,False
